"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72539014836","2011-01-01","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  45.5","24","  37.4","24","1008.6","18","976.5","24","  8.7","24"," 12.7","24"," 24.1"," 28.9","  54.0","*","  19.4","*"," 1.00","G","999.9","011000"
"72539014836","2011-01-02","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  20.9","24","  12.0","24","1018.7","22","985.9","24","  7.4","24"," 14.0","24"," 20.0"," 28.9","  25.0","*","  17.6","*"," 0.12","G","999.9","001000"
"72539014836","2011-01-03","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  24.9","24","  14.5","24","1020.1","24","987.1","24","  9.8","24","  9.7","24"," 12.0","999.9","  33.1"," ","  18.0"," "," 0.02","G","999.9","001000"
"72539014836","2011-01-04","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  28.7","24","  23.4","24","1013.5","16","980.2","24","  6.0","24","  8.6","24"," 17.1"," 26.0","  33.1"," ","  21.9"," "," 0.01","G","  2.0","101000"
"72539014836","2011-01-05","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  19.0","24","  14.0","24","1015.2","19","982.8","24","  7.4","24","  3.6","24","  8.9","999.9","  32.0"," ","  10.0"," "," 0.04","G","  1.2","001000"
"72539014836","2011-01-06","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.8","24","  18.6","24","1005.8","10","972.1","24","  4.7","24","  6.6","24"," 12.0"," 20.0","  26.6","*","  19.4","*"," 0.04","G","  2.0","011000"
"72539014836","2011-01-07","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  18.1","24","  13.0","24"," 997.7","17","964.7","24","  6.2","24","  4.9","24"," 12.0","999.9","  26.1"," ","  15.1"," "," 0.01","G","  3.1","001000"
"72539014836","2011-01-08","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  11.8","24","   6.6","24","1002.1","24","968.8","24","  8.0","24","  3.3","24","  8.9","999.9","  21.9"," ","   0.0"," "," 0.02","G","  3.1","001000"
"72539014836","2011-01-09","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  15.2","24","   9.4","24","1022.0","24","988.4","24","  9.7","24","  4.6","24","  9.9","999.9","  27.0"," ","   1.9"," "," 0.00","G","  2.0","000000"
"72539014836","2011-01-10","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  14.8","24","  10.1","24","1031.3","24","997.6","24","  9.2","24","  2.0","24","  7.0"," 18.1","  27.0"," ","   3.9"," "," 0.00","G","  2.0","000000"
"72539014836","2011-01-11","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  20.4","24","  15.6","24","1026.1","16","990.5","24","  7.3","24","  5.6","24","  9.9"," 17.1","  25.0"," ","   3.9"," "," 0.00","G","  3.9","101000"
"72539014836","2011-01-12","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  23.1","24","  17.0","24","1021.4","21","987.5","24","  7.8","24","  8.9","24"," 13.0"," 19.0","  27.0"," ","  18.0"," "," 0.13","G","  3.9","001000"
"72539014836","2011-01-13","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  21.0","24","  15.4","24","1029.8","24","996.5","24","  9.0","24","  4.1","24","  6.0","999.9","  25.0","*","  15.8","*"," 0.00","G","  3.9","001000"
"72539014836","2011-01-14","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  20.0","24","  15.5","24","1026.8","19","993.9","24","  5.8","24","  5.2","24","  9.9","999.9","  24.8","*","  15.8","*"," 0.02","G","  3.9","001000"
"72539014836","2011-01-15","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  23.2","24","  18.0","24","1019.2","12","983.3","24","  5.0","24"," 10.6","24"," 18.1"," 24.1","  26.6","*","  19.9","*"," 0.05","G","  5.1","001000"
"72539014836","2011-01-16","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  14.6","24","   5.4","24","1024.0","24","990.7","24","  9.9","24","  4.9","24"," 15.0"," 22.0","  26.1"," ","   1.9"," "," 0.06","G","  3.9","001000"
"72539014836","2011-01-17","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  17.4","24","   8.9","24","1020.4","23","986.9","24","  9.7","24","  9.2","24"," 19.0"," 25.1","  25.0"," ","   5.0"," "," 0.00","G","  3.9","001000"
"72539014836","2011-01-18","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  30.7","24","  27.2","24","1008.4","14","975.6","24","  5.2","24","  8.3","24"," 15.9"," 22.0","  34.0"," ","  12.0"," "," 0.08","G","  3.9","011000"
"72539014836","2011-01-19","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  19.3","24","  13.9","24","1015.4","20","982.8","24","  7.8","24","  5.8","24"," 11.1","999.9","  34.0"," ","  15.1"," "," 0.06","G","  3.9","001000"
