"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72539014836","2012-01-01","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  37.5","24","  33.2","24","1007.3","21","974.3","24","  8.1","24"," 14.2","24"," 24.1"," 32.1","  44.6","*","  30.2","*"," 0.00","G","999.9","011000"
"72539014836","2012-01-02","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  26.6","24","  19.7","24","1013.9","19","981.4","24","  7.5","24"," 14.1","24"," 18.1"," 29.9","  44.1"," ","  21.9"," "," 0.00","G","999.9","001000"
"72539014836","2012-01-03","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  19.5","24","   9.1","24","1024.7","24","991.6","24"," 10.0","24"," 10.2","24"," 15.0"," 22.0","  28.9"," ","  15.1"," "," 0.02","G","999.9","001000"
"72539014836","2012-01-04","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  25.3","24","  15.4","24","1016.8","24","983.9","24"," 10.0","24","  9.6","24"," 13.0"," 19.0","  36.0"," ","  15.1"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-05","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  31.5","24","  25.2","24","1013.7","23","981.5","24","  8.7","24","  5.7","24"," 13.0","999.9","  42.1"," ","  19.9"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-06","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  42.3","24","  31.2","24","1005.1","24","973.2","24"," 10.0","24"," 10.4","24"," 14.0"," 21.0","  53.1"," ","  23.2"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-07","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  39.4","24","  30.2","24","1010.1","24","978.1","24"," 10.0","24","  8.4","24"," 13.0"," 21.0","  53.1"," ","  33.1"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-08","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  31.2","24","  21.0","24","1025.2","24","992.5","24"," 10.0","24","  4.3","24","  8.0","999.9","  44.1"," ","  21.0"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-09","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  31.9","24","  23.3","24","1020.9","24","988.6","24","  9.8","24","  7.6","24"," 20.0"," 22.9","  42.1"," ","  24.1"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-10","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  37.5","24","  28.8","24","1015.0","24","982.6","24","  9.5","24","  6.1","24"," 11.1"," 19.0","  46.9"," ","  26.2"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-11","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  37.4","24","  29.3","24","1008.4","24","976.3","24","  8.5","24","  4.2","24","  8.0","999.9","  50.0"," ","  25.0"," "," 0.00","G","999.9","000000"
"72539014836","2012-01-12","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  36.8","24","  33.4","24"," 997.7","18","965.2","24","  4.3","24","  3.7","24","  6.0","999.9","  50.0"," ","  25.2"," "," 0.10","G","999.9","011000"
"72539014836","2012-01-13","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  24.3","24","  20.9","24"," 999.7","13","967.2","24","  2.6","24","  9.7","24"," 15.0"," 21.0","  37.0"," ","  19.0"," "," 0.45","G","  5.1","001000"
"72539014836","2012-01-14","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  20.2","24","  16.2","24","1017.5","14","984.3","24","  5.3","24","  3.6","24","  8.9","999.9","  26.1"," ","  17.1"," "," 0.08","G","  5.1","001000"
"72539014836","2012-01-15","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  18.0","24","  12.1","24","1027.7","22","994.1","24","  7.6","24","  6.0","24"," 11.1"," 18.1","  24.1"," ","  12.0"," "," 0.01","G","  5.1","001000"
