"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72539014836","2018-01-01","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   6.6","24","   0.4","24","1034.7","22","000.5","24","  9.0","24","  6.6","24"," 15.0"," 18.1","  12.9"," ","  -2.9"," "," 0.00","G","  3.9","001000"
"72539014836","2018-01-02","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  12.2","24","   6.5","24","1032.7","21","998.7","24","  9.3","24"," 11.2","24"," 18.1"," 27.0","  18.0"," ","   3.0"," "," 0.00","G","  3.9","001000"
"72539014836","2018-01-03","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   8.4","24","   1.3","24","1019.7","20","985.5","24","  6.9","24"," 11.5","24"," 17.1"," 25.1","  18.0"," ","   1.9"," "," 0.00","G","  3.9","001000"
"72539014836","2018-01-04","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   9.4","24","   2.6","24","1021.0","24","987.5","24","  9.7","24","  7.5","24"," 11.1"," 19.0","  17.1"," ","   1.0"," "," 0.02","G","  3.1","001000"
"72539014836","2018-01-05","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   0.4","24","  -7.4","24","1026.5","24","992.4","24"," 10.0","24","  4.8","24","  9.9","999.9","  14.0"," ","  -8.0"," "," 0.00","G","  3.9","000000"
"72539014836","2018-01-06","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   1.7","24","  -5.5","24","1033.9","21","999.4","24","  9.8","24","  1.8","24","  8.0","999.9","  10.9"," ","  -8.0"," "," 0.00","G","  3.9","001000"
"72539014836","2018-01-07","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  12.1","24","   2.6","24","1027.4","24","993.9","24"," 10.0","24"," 10.8","24"," 18.1"," 28.0","  28.9"," ","  -7.1"," "," 0.00","G","  3.1","000000"
"72539014836","2018-01-08","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  32.6","24","  27.9","24","1013.7","14","980.8","24","  5.8","24"," 14.9","24"," 19.0"," 26.0","  37.0","*","  28.9","*"," 0.17","G","  3.9","011000"
"72539014836","2018-01-09","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  29.1","24","  26.1","24","1021.9","19","989.8","24","  4.4","21","  4.6","24","  9.9","999.9","  37.0"," ","  21.9"," "," 0.02","G","  3.9","100000"
"72539014836","2018-01-10","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  32.8","24","  31.6","24","1021.5"," 9","987.0","24","  3.2","24","  9.0","22"," 14.0","999.9","  44.1"," ","  21.9"," "," 0.00","G","  5.1","010000"
"72539014836","2018-01-11","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  52.7","24","  51.0","24","1009.6","21","978.2","24","  7.1","24"," 12.9","23"," 20.0"," 26.0","  59.0","*","  44.1","*"," 0.05","G","  5.1","010000"
"72539014836","2018-01-12","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  33.6","24","  29.9","24","1012.6","13","979.7","24","  5.5","24"," 12.5","24"," 19.0"," 28.0","  59.0"," ","  16.0"," "," 0.32","G","999.9","111000"
"72539014836","2018-01-13","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  13.2","24","   2.9","24","1029.9","24","996.3","24","  9.9","24","  8.7","24"," 15.9"," 22.9","  16.0","*","   9.0","*"," 0.21","G","999.9","001000"
"72539014836","2018-01-14","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   9.2","24","   3.1","24","1037.4","24","003.3","24","  9.9","24","  3.4","24"," 11.1","999.9","  17.1"," ","  -0.9"," "," 0.00","G","  2.0","000000"
