"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72539014836","2013-01-01","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  23.2","24","  11.9","24","1019.3","24","986.4","24","  9.7","24","  6.6","24"," 13.0"," 15.9","  35.1"," ","  17.1"," "," 0.00","G","  3.1","000000"
"72539014836","2013-01-02","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.0","24","  14.1","24","1020.6","23","987.6","24","  9.1","24","  6.9","24"," 13.0","999.9","  26.1"," ","  18.0"," "," 0.00","G","  3.1","001000"
"72539014836","2013-01-03","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.2","24","  15.2","24","1020.5","20","987.2","24","  7.3","24","  8.8","24"," 15.0"," 17.1","  28.9"," ","  16.0"," "," 0.00","G","  3.1","001000"
"72539014836","2013-01-04","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  28.4","24","  20.2","24","1019.5","21","986.8","24","  9.2","24"," 13.8","24"," 20.0"," 32.1","  33.1"," ","  16.0"," "," 0.00","G","  3.1","000000"
"72539014836","2013-01-05","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  26.3","24","  20.0","24","1022.0","24","989.4","24","  7.5","24","  6.2","24"," 13.0","999.9","  35.1"," ","  19.0"," "," 0.00","G","  2.0","001000"
"72539014836","2013-01-06","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  33.1","24","  27.8","24","1015.2","19","982.6","24","  5.8","24"," 10.8","24"," 14.0"," 18.1","  35.1"," ","  19.0"," "," 0.02","G","  3.1","011000"
"72539014836","2013-01-07","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  30.7","24","  21.4","24","1024.9","23","992.4","24","  9.5","24","  9.2","24"," 19.0"," 26.0","  35.1"," ","  26.1"," "," 0.00","G","  3.1","000000"
"72539014836","2013-01-08","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  30.6","24","  21.8","24","1021.9","24","989.2","24","  7.7","24","  8.3","24"," 18.1"," 22.9","  37.9"," ","  26.1"," "," 0.00","G","  2.0","000000"
"72539014836","2013-01-09","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  37.3","24","  26.7","24","1020.5","24","987.6","24","  8.9","24"," 13.3","24"," 25.1"," 42.0","  45.0"," ","  27.0"," "," 0.03","G","  1.2","010000"
"72539014836","2013-01-10","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  32.5","24","  24.1","24","1032.1","24","999.1","24","  9.5","24","  5.4","24"," 14.0","999.9","  45.0"," ","  21.9"," "," 0.00","I","  1.2","000000"
"72539014836","2013-01-11","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  42.2","24","  37.9","24","1015.1","16","982.4","24","  6.8","24"," 11.3","24"," 17.1"," 22.9","  55.0"," ","  23.2"," "," 0.58","G","999.9","010000"
"72539014836","2013-01-12","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  51.4","24","  43.4","24","1010.9","24","979.0","24"," 10.0","24"," 10.7","24"," 15.0"," 21.0","  57.9"," ","  35.1"," "," 0.03","G","999.9","000000"
"72539014836","2013-01-13","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  37.9","24","  33.3","24","1012.3","14","980.5","24","  6.2","24","  5.6","24","  9.9","999.9","  50.0","*","  30.2","*"," 0.38","G","  1.2","011000"
"72539014836","2013-01-14","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  23.7","24","  17.3","24","1025.6","20","991.6","24","  8.6","24","  9.4","24"," 15.9"," 22.9","  37.9"," ","  18.0"," "," 0.27","G","  1.2","011000"
"72539014836","2013-01-15","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  18.9","24","  12.5","24","1029.8","24","996.3","24","  9.3","24","  1.2","24","  5.1","999.9","  28.9"," ","  12.0"," "," 0.00","G","  1.2","000000"
"72539014836","2013-01-16","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.7","24","  14.9","24","1017.0","24","984.0","24","  8.7","24","  6.0","24"," 19.0"," 24.1","  34.0"," ","  12.0"," "," 0.00","G","  1.2","000000"
"72539014836","2013-01-17","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  29.8","24","  21.6","24","1019.4","21","986.5","24","  9.2","24","  9.0","24"," 20.0"," 24.1","  34.0"," ","  14.0"," "," 0.00","G","  1.2","011000"
"72539014836","2013-01-18","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  21.2","24","  10.7","24","1026.4","24","993.6","24","  9.7","24","  7.6","24"," 21.0"," 31.1","  35.1"," ","  12.0"," "," 0.00","G","  1.2","001000"
"72539014836","2013-01-19","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  38.2","24","  25.6","24","1011.9","24","979.5","24"," 10.0","24"," 15.2","24"," 21.0"," 27.0","  44.1","*","  34.0","*"," 0.00","G","  1.2","000000"
"72539014836","2013-01-20","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  25.3","24","  13.1","24","1013.5","23","981.0","24","  9.3","24"," 17.7","24"," 35.0"," 47.0","  45.0"," ","  15.1"," "," 0.00","G","999.9","011000"
"72539014836","2013-01-21","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  13.2","24","   4.2","24","1020.3","15","985.9","24","  6.2","24","  7.5","24"," 20.0"," 26.0","  16.0","*","   5.0","*"," 0.02","G","  1.2","001000"
"72539014836","2013-01-22","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   2.6","24","  -6.4","24","1023.8","21","989.8","24","  9.3","24","  9.0","24"," 15.0"," 20.0","  15.1"," ","  -4.0"," "," 0.02","G","  1.2","001000"
"72539014836","2013-01-23","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   8.2","24","   1.4","24","1025.1","21","990.7","24","  7.5","24","  7.0","24"," 13.0","999.9","  17.6","*","   1.9","*"," 0.00","G","  1.2","001000"
"72539014836","2013-01-24","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  10.9","24","   2.6","24","1031.6","21","996.0","24","  7.7","24","  5.1","24"," 11.1"," 19.0","  17.1"," ","   1.0"," "," 0.03","G","  1.2","001000"
"72539014836","2013-01-25","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  14.8","24","   6.1","24","1027.4","20","992.8","24","  7.6","24","  6.0","24","  9.9"," 15.0","  19.9"," ","   3.9"," "," 0.00","G","  2.0","101000"
"72539014836","2013-01-26","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  21.5","24","  14.5","24","1023.3","22","989.5","24","  7.4","24","  6.3","24"," 11.1"," 15.9","  27.0"," ","  12.0"," "," 0.06","G","  2.0","001000"
"72539014836","2013-01-27","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.1","24","  13.3","24","1030.5","22","996.8","24","  9.4","24","  5.2","24"," 13.0","999.9","  28.9"," ","  15.1"," "," 0.00","G","  3.1","011000"
"72539014836","2013-01-28","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  35.3","24","  32.5","24","1016.6","10","982.9","24","  3.3","24","  9.9","24"," 17.1"," 25.1","  43.0"," ","  15.1"," "," 0.40","G","  1.2","111000"
"72539014836","2013-01-29","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  42.6","24","  40.7","24","1010.8","10","978.5","24","  5.2","24","  7.4","24"," 14.0"," 22.0","  55.9"," ","  31.1"," "," 0.43","G","  2.0","110010"
"72539014836","2013-01-30","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  49.5","24","  47.6","24"," 993.2"," 9","961.9","24","  4.0","24","  8.2","24"," 18.1"," 28.0","  57.2","*","  39.0","*"," 0.96","G","999.9","110010"
