"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72539014836","2019-01-01","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  32.0","24","  30.4","24","1017.6","19","982.9","24","  7.5","24","  7.4","24"," 13.0"," 20.0","  39.0"," ","  27.0"," "," 0.80","G","999.9","011000"
"72539014836","2019-01-02","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  27.1","24","  26.5","24","1024.6","14","990.5","24","  3.3","24","  5.2","24","  9.9","999.9","  34.0"," ","  24.1"," "," 0.02","G","999.9","001000"
"72539014836","2019-01-03","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  31.1","24","  25.3","24","1015.6","21","983.0","24","  9.2","24"," 12.2","24"," 17.1"," 22.0","  37.9"," ","  24.1"," "," 0.05","G","999.9","001000"
"72539014836","2019-01-04","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  36.6","24","  28.3","24","1009.8","24","977.6","24"," 10.0","24","  9.5","24"," 15.0"," 21.0","  50.0"," ","  28.9"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-05","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  34.8","24","  30.0","24","1007.6","24","975.3","24","  7.2","24","  4.5","24"," 14.0","999.9","  50.0"," ","  24.1"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-06","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  36.2","24","  29.1","24","1021.2","24","988.3","24"," 10.0","24","  6.1","24"," 12.0","999.9","  50.0"," ","  24.1"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-07","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  34.3","24","  27.4","24","1020.0","21","985.3","24","  8.9","24"," 15.5","24"," 22.9"," 31.1","  48.9"," ","  28.0"," "," 0.01","G","999.9","011000"
"72539014836","2019-01-08","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  43.0","24","  38.9","24","1006.5","17","974.3","24","  8.2","24"," 11.9","24"," 26.0"," 35.0","  51.1"," ","  30.9"," "," 0.20","G","999.9","010000"
"72539014836","2019-01-09","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  26.8","24","  19.0","24","1016.6","17","983.1","24","  8.9","24"," 14.0","24"," 18.1"," 28.9","  44.1"," ","  21.0"," "," 0.01","G","999.9","101000"
"72539014836","2019-01-10","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.4","24","  14.4","24","1025.5","21","992.5","24","  9.6","24"," 11.2","24"," 15.9"," 26.0","  30.9"," ","  19.0"," "," 0.01","G","999.9","001000"
"72539014836","2019-01-11","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  21.5","24","  14.1","24","1029.9","24","996.6","24"," 10.0","24","  3.0","24","  7.0","999.9","  27.0"," ","  16.0"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-12","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  27.7","24","  19.3","24","1030.6","24","997.4","24"," 10.0","24","  6.4","24"," 11.1","999.9","  30.2","*","  26.1","*"," 0.00","G","999.9","000000"
"72539014836","2019-01-13","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  24.4","24","  16.1","24","1030.5","24","997.2","24"," 10.0","24","  9.5","24"," 15.0"," 21.0","  30.9"," ","  19.0"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-14","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  21.1","24","  15.9","24","1028.0","24","994.9","24"," 10.0","24","  3.3","24","  8.9","999.9","  34.0"," ","  12.0"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-15","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  27.2","24","  24.7","24","1022.1","18","989.3","24","  4.8","24","  9.8","24"," 15.0"," 22.0","  34.0"," ","  12.0"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-16","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  27.5","24","  22.7","24","1019.8","22","987.4","24","  8.8","24"," 10.1","24"," 17.1"," 22.0","  32.0"," ","  18.0"," "," 0.01","G","999.9","011000"
"72539014836","2019-01-17","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.7","24","  17.4","24","1024.9","18","990.6","24","  9.1","24","  5.2","24"," 11.1"," 15.0","  32.0"," ","  15.1"," "," 0.01","A","999.9","001000"
"72539014836","2019-01-18","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  27.9","24","  24.0","24","1020.1","17","986.6","24","  5.8","24","  5.0","24"," 11.1","999.9","  30.9"," ","  16.0"," "," 0.01","A","999.9","001000"
"72539014836","2019-01-19","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  19.6","24","  15.2","24","1021.1","13","988.8","24","  3.8","24"," 10.0","24"," 17.1"," 25.1","  30.0"," ","  15.1"," "," 0.17","G","999.9","101000"
"72539014836","2019-01-20","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   5.4","24","  -2.7","24","1022.1","24","988.0","24","  9.6","24"," 10.3","24"," 15.0"," 22.9","  21.9"," ","  -2.0"," "," 0.13","G","  2.0","001000"
"72539014836","2019-01-21","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  -1.4","24"," -11.9","24","1034.4","24","999.9","24","  9.9","24","  3.6","24","  8.0","999.9","  12.9"," "," -14.1"," "," 0.00","G","999.9","000000"
"72539014836","2019-01-22","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  11.9","24","   0.2","24","1030.4","23","996.1","24","  9.1","24"," 10.7","24"," 22.0"," 29.9","  24.8","*","   1.9","*"," 0.00","G","  3.9","011000"
"72539014836","2019-01-23","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  33.7","24","  32.8","24","1007.5","12","977.1","24","  4.5","24","  9.0","24"," 19.0"," 25.1","  41.0","*","  24.1","*"," 0.28","G","  3.1","011000"
"72539014836","2019-01-24","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  26.9","24","  20.8","24","1007.9","23","975.5","24","  8.8","24"," 10.4","24"," 17.1"," 22.9","  41.0"," ","  21.9"," "," 0.19","G","999.9","001000"
"72539014836","2019-01-25","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  15.2","24","   9.5","24","1016.2"," 9","982.8","24","  4.3","24"," 14.4","24"," 20.0"," 26.0","  28.0"," ","   7.0"," "," 0.00","G","  2.0","001000"
"72539014836","2019-01-26","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   6.6","24","   0.8","24","1021.5","22","988.0","24","  8.7","24","  5.0","24"," 12.0","999.9","  19.9"," ","  -2.9"," "," 0.01","G","999.9","001000"
"72539014836","2019-01-27","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  12.5","24","   5.3","24","1016.4","21","982.5","24","  7.0","24","  9.2","24"," 15.0"," 22.9","  15.8","*","   8.1","*"," 0.03","G","999.9","001000"
"72539014836","2019-01-28","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   9.5","24","   5.4","24","1015.2","17","979.1","24","  4.9","24","  7.4","24"," 18.1"," 25.1","  19.9"," ","  -2.9"," "," 0.01","G","999.9","101000"
"72539014836","2019-01-29","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  13.0","24","   9.2","24","1006.6","11","974.1","24","  3.8","24"," 12.9","24"," 25.1"," 32.1","  19.9"," ","  -0.9"," "," 0.53","G","999.9","101000"
"72539014836","2019-01-30","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  -1.7","24","  -7.1","24","1016.8"," 8","981.2","24","  2.0","24"," 14.9","24"," 22.9"," 33.0","  15.1"," "," -11.9"," "," 0.25","G","999.9","101000"
"72539014836","2019-01-31","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  -8.5","24"," -15.0","24","1027.0","24","992.4","24","  9.7","24"," 11.2","24"," 18.1"," 20.0","   3.9"," "," -14.1"," "," 0.10","G","999.9","000000"
"72539014836","2019-02-01","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","   2.3","24","  -7.0","24","1029.4","21","995.0","24"," 10.0","24","  4.5","24"," 11.1","999.9","  15.1"," "," -14.1"," "," 0.00","G","999.9","000000"
"72539014836","2019-02-02","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  22.1","24","  17.1","24","1022.0","23","988.5","24","  7.6","24","  9.4","24"," 15.9"," 22.0","  41.0"," ","  -7.1"," "," 0.00","G","999.9","000000"
